Designation;A;Ix;Zx;Sx;rx;Iy;Zy;Sy;ry;J
2L6X3-1/2X3/8SLBB;6.88;6.65;4.36;2.45;0.984;53.9;13.9;8.98;2.80;�
2L6X3-1/2X3/8X3/8SLBB;6.88;6.65;4.36;2.45;0.984;59.5;15.2;9.62;2.94;�
2L6X3-1/2X3/8X3/4SLBB;6.88;6.65;4.36;2.45;0.984;65.3;16.5;10.2;3.08;�
2L6X3-1/2X5/16SLBB;5.78;5.68;3.65;2.07;0.991;44.7;11.6;7.45;2.78;�
2L6X3-1/2X5/16X3/8SLBB;5.78;5.68;3.65;2.07;0.991;49.3;12.6;7.97;2.92;�
2L6X3-1/2X5/16X3/4SLBB;5.78;5.68;3.65;2.07;0.991;54.1;13.7;8.49;3.06;�
2L5X3-1/2X3/4SLBB;11.7;11.0;8.13;4.40;0.974;63.5;20.4;12.7;2.33;�
2L5X3-1/2X3/4X3/8SLBB;11.7;11.0;8.13;4.40;0.974;71.4;22.6;13.8;2.47;�
2L5X3-1/2X3/4X3/4SLBB;11.7;11.0;8.13;4.40;0.974;80.3;24.7;14.9;2.62;�
2L5X3-1/2X5/8SLBB;9.86;9.60;6.87;3.76;0.987;52.2;16.7;10.4;2.30;�
2L5X3-1/2X5/8X3/8SLBB;9.86;9.60;6.87;3.76;0.987;59.2;18.5;11.4;2.45;�
2L5X3-1/2X5/8X3/4SLBB;9.86;9.60;6.87;3.76;0.987;66.1;20.4;12.3;2.59;�
2L5X3-1/2X1/2SLBB;8.00;8.04;5.57;3.09;1.00;41.6;13.2;8.32;2.28;�
2L5X3-1/2X1/2X3/8SLBB;8.00;8.04;5.57;3.09;1.00;46.9;14.7;9.04;2.42;�
2L5X3-1/2X1/2X3/4SLBB;8.00;8.04;5.57;3.09;1.00;52.8;16.2;9.82;2.57;�
2L5X3-1/2X3/8SLBB;6.10;6.31;4.23;2.38;1.02;31.2;9.76;6.24;2.26;�
2L5X3-1/2X3/8X3/8SLBB;6.10;6.31;4.23;2.38;1.02;34.8;10.9;6.71;2.39;�
2L5X3-1/2X3/8X3/4SLBB;6.10;6.31;4.23;2.38;1.02;39.4;12.0;7.33;2.54;�
2L5X3-1/2X5/16SLBB;5.12;5.38;3.55;2.01;1.02;25.9;8.04;5.18;2.25;�
2L5X3-1/2X5/16X3/8SLBB;5.12;5.38;3.55;2.01;1.02;29.0;9.00;5.59;2.38;�
2L5X3-1/2X5/16X3/4SLBB;5.12;5.38;3.55;2.01;1.02;32.5;9.96;6.05;2.52;�
2L5X3-1/2X1/4SLBB;4.14;4.40;2.85;1.63;1.03;20.6;6.42;4.12;2.23;�
2L5X3-1/2X1/4X3/8SLBB;4.14;4.40;2.85;1.63;1.03;23.3;7.19;4.49;2.37;�
2L5X3-1/2X1/4X3/4SLBB;4.14;4.40;2.85;1.63;1.03;26.1;7.97;4.86;2.51;�
2L5X3X1/2SLBB;7.50;5.10;4.15;2.26;0.824;41.4;13.0;8.28;2.35;�
2L5X3X1/2X3/8SLBB;7.50;5.10;4.15;2.26;0.824;46.9;14.5;9.04;2.50;�
2L5X3X1/2X3/4SLBB;7.50;5.10;4.15;2.26;0.824;52.3;15.9;9.73;2.64;�
2L5X3X7/16SLBB;6.62;4.58;3.65;2.01;0.831;36.2;11.4;7.24;2.34;�
2L5X3X7/16X3/8SLBB;6.62;4.58;3.65;2.01;0.831;40.7;12.6;7.85;2.48;�
2L5X3X7/16X3/4SLBB;6.62;4.58;3.65;2.01;0.831;45.8;13.9;8.52;2.63;�
2L5X3X3/8SLBB;5.72;4.02;3.14;1.75;0.838;31.1;9.67;6.22;2.33;�
2L5X3X3/8X3/8SLBB;5.72;4.02;3.14;1.75;0.838;34.9;10.7;6.73;2.47;�
2L5X3X3/8X3/4SLBB;5.72;4.02;3.14;1.75;0.838;39.3;11.8;7.31;2.62;�
2L5X3X5/16SLBB;4.82;3.44;2.62;1.48;0.846;25.9;8.05;5.18;2.32;�
2L5X3X5/16X3/8SLBB;4.82;3.44;2.62;1.48;0.846;29.2;8.95;5.63;2.46;�
2L5X3X5/16X3/4SLBB;4.82;3.44;2.62;1.48;0.846;32.6;9.86;6.07;2.60;�
2L5X3X1/4SLBB;3.88;2.82;2.10;1.20;0.853;20.5;6.36;4.10;2.30;�
2L5X3X1/4X3/8SLBB;3.88;2.82;2.10;1.20;0.853;23.1;7.09;4.45;2.44;�
2L5X3X1/4X3/4SLBB;3.88;2.82;2.10;1.20;0.853;25.8;7.82;4.80;2.58;�
2L4X3-1/2X1/2SLBB;7.00;7.53;5.39;3.00;1.04;21.4;8.68;5.35;1.75;�
2L4X3-1/2X1/2X3/8SLBB;7.00;7.53;5.39;3.00;1.04;25.0;9.99;5.97;1.89;�
2L4X3-1/2X1/2X3/4SLBB;7.00;7.53;5.39;3.00;1.04;28.8;11.3;6.58;2.03;�
2L4X3-1/2X3/8SLBB;5.36;5.92;4.13;2.32;1.05;16.0;6.43;4.00;1.73;�
2L4X3-1/2X3/8X3/8SLBB;5.36;5.92;4.13;2.32;1.05;18.5;7.44;4.42;1.86;�
2L4X3-1/2X3/8X3/4SLBB;5.36;5.92;4.13;2.32;1.05;21.4;8.44;4.89;2.00;�
2L4X3-1/2X5/16SLBB;4.50;5.05;3.48;1.96;1.06;13.3;5.26;3.32;1.72;�
2L4X3-1/2X5/16X3/8SLBB;4.50;5.05;3.48;1.96;1.06;15.4;6.11;3.68;1.85;�
2L4X3-1/2X5/16X3/4SLBB;4.50;5.05;3.48;1.96;1.06;17.8;6.95;4.07;1.99;�
2L4X3-1/2X1/4SLBB;3.64;4.13;2.80;1.59;1.07;10.5;4.15;2.62;1.70;�
2L4X3-1/2X1/4X3/8SLBB;3.64;4.13;2.80;1.59;1.07;12.2;4.83;2.91;1.83;�
2L4X3-1/2X1/4X3/4SLBB;3.64;4.13;2.80;1.59;1.07;14.1;5.51;3.22;1.97;�
2L4X3X5/8SLBB;7.98;5.70;4.90;2.67;0.845;27.0;10.9;6.75;1.84;�
2L4X3X5/8X3/8SLBB;7.98;5.70;4.90;2.67;0.845;31.3;12.4;7.47;1.98;�
2L4X3X5/8X3/4SLBB;7.98;5.70;4.90;2.67;0.845;36.2;13.9;8.27;2.13;�
2L4X3X1/2SLBB;6.50;4.79;3.99;2.20;0.858;21.3;8.58;5.32;1.81;�
2L4X3X1/2X3/8SLBB;6.50;4.79;3.99;2.20;0.858;24.7;9.80;5.90;1.95;�
2L4X3X1/2X3/4SLBB;6.50;4.79;3.99;2.20;0.858;28.7;11.0;6.56;2.10;�
2L4X3X3/8SLBB;4.98;3.79;3.04;1.70;0.873;16.0;6.32;4.00;1.79;�
2L4X3X3/8X3/8SLBB;4.98;3.79;3.04;1.70;0.873;18.6;7.26;4.44;1.93;�
2L4X3X3/8X3/4SLBB;4.98;3.79;3.04;1.70;0.873;21.3;8.19;4.87;2.07;�
2L4X3X5/16SLBB;4.18;3.24;2.56;1.44;0.880;13.2;5.22;3.30;1.78;�
2L4X3X5/16X3/8SLBB;4.18;3.24;2.56;1.44;0.880;15.2;6.01;3.63;1.91;�
2L4X3X5/16X3/4SLBB;4.18;3.24;2.56;1.44;0.880;17.7;6.79;4.05;2.06;�
2L4X3X1/4SLBB;3.38;2.66;2.06;1.17;0.887;10.5;4.12;2.62;1.76;�
2L4X3X1/4X3/8SLBB;3.38;2.66;2.06;1.17;0.887;12.2;4.76;2.91;1.90;�
2L4X3X1/4X3/4SLBB;3.38;2.66;2.06;1.17;0.887;14.1;5.39;3.22;2.04;�
2L3-1/2X3X1/2SLBB;6.04;4.65;3.94;2.18;0.877;14.5;6.76;4.14;1.55;�
2L3-1/2X3X1/2X3/8SLBB;6.04;4.65;3.94;2.18;0.877;17.3;7.90;4.69;1.69;�
2L3-1/2X3X1/2X3/4SLBB;6.04;4.65;3.94;2.18;0.877;20.4;9.03;5.26;1.84;�
2L3-1/2X3X7/16SLBB;5.34;4.18;3.49;1.94;0.885;12.7;5.82;3.63;1.54;�
2L3-1/2X3X7/16X3/8SLBB;5.34;4.18;3.49;1.94;0.885;14.9;6.82;4.04;1.67;�
2L3-1/2X3X7/16X3/4SLBB;5.34;4.18;3.49;1.94;0.885;17.7;7.82;4.57;1.82;�
2L3-1/2X3X3/8SLBB;4.64;3.69;3.04;1.69;0.892;10.7;4.96;3.06;1.52;�
2L3-1/2X3X3/8X3/8SLBB;4.64;3.69;3.04;1.69;0.892;12.8;5.83;3.47;1.66;�
2L3-1/2X3X3/8X3/4SLBB;4.64;3.69;3.04;1.69;0.892;15.2;6.70;3.92;1.81;�
2L3-1/2X3X5/16SLBB;3.90;3.16;2.56;1.44;0.900;8.89;4.10;2.54;1.51;�
2L3-1/2X3X5/16X3/8SLBB;3.90;3.16;2.56;1.44;0.900;10.6;4.83;2.87;1.65;�
2L3-1/2X3X5/16X3/4SLBB;3.90;3.16;2.56;1.44;0.900;12.5;5.56;3.23;1.79;�
2L3-1/2X3X1/4SLBB;3.16;2.61;2.08;1.17;0.908;7.11;3.22;2.03;1.50;�
2L3-1/2X3X1/4X3/8SLBB;3.16;2.61;2.08;1.17;0.908;8.40;3.82;2.28;1.63;�
2L3-1/2X3X1/4X3/4SLBB;3.16;2.61;2.08;1.17;0.908;10.0;4.41;2.58;1.78;�
2L3-1/2X2-1/2X1/2SLBB;5.54;2.72;2.78;1.51;0.701;14.5;6.65;4.14;1.62;�
2L3-1/2X2-1/2X1/2X3/8SLBB;5.54;2.72;2.78;1.51;0.701;17.2;7.69;4.66;1.76;�
2L3-1/2X2-1/2X1/2X3/4SLBB;5.54;2.72;2.78;1.51;0.701;20.2;8.73;5.21;1.91;�
2L3-1/2X2-1/2X3/8SLBB;4.24;2.17;2.13;1.18;0.716;10.7;4.88;3.06;1.59;�
2L3-1/2X2-1/2X3/8X3/8SLBB;4.24;2.17;2.13;1.18;0.716;12.7;5.67;3.44;1.73;�
2L3-1/2X2-1/2X3/8X3/4SLBB;4.24;2.17;2.13;1.18;0.716;15.0;6.47;3.87;1.88;�
2L3-1/2X2-1/2X5/16SLBB;3.58;1.87;1.80;1.00;0.723;8.94;4.05;2.55;1.58;�
2L3-1/2X2-1/2X5/16X3/8SLBB;3.58;1.87;1.80;1.00;0.723;10.6;4.72;2.87;1.72;�
2L3-1/2X2-1/2X5/16X3/4SLBB;3.58;1.87;1.80;1.00;0.723;12.5;5.39;3.23;1.87;�
2L3-1/2X2-1/2X1/4SLBB;2.90;1.55;1.46;0.819;0.731;7.15;3.19;2.04;1.57;�
2L3-1/2X2-1/2X1/4X3/8SLBB;2.90;1.55;1.46;0.819;0.731;8.38;3.73;2.27;1.70;�
2L3-1/2X2-1/2X1/4X3/4SLBB;2.90;1.55;1.46;0.819;0.731;9.93;4.28;2.56;1.85;�
2L3X2-1/2X1/2SLBB;5.00;2.58;2.68;1.47;0.718;9.11;4.97;3.04;1.35;�
2L3X2-1/2X1/2X3/8SLBB;5.00;2.58;2.68;1.47;0.718;11.1;5.91;3.48;1.49;�
2L3X2-1/2X1/2X3/4SLBB;5.00;2.58;2.68;1.47;0.718;13.4;6.85;3.97;1.64;�
2L3X2-1/2X7/16SLBB;4.44;2.33;2.38;1.31;0.724;7.97;4.32;2.66;1.34;�
2L3X2-1/2X7/16X3/8SLBB;4.44;2.33;2.38;1.31;0.724;9.73;5.15;3.05;1.48;�
2L3X2-1/2X7/16X3/4SLBB;4.44;2.33;2.38;1.31;0.724;11.8;5.98;3.50;1.63;�
2L3X2-1/2X3/8SLBB;3.86;2.06;2.07;1.15;0.731;6.73;3.66;2.24;1.32;�
2L3X2-1/2X3/8X3/8SLBB;3.86;2.06;2.07;1.15;0.731;8.23;4.39;2.58;1.46;�
2L3X2-1/2X3/8X3/4SLBB;3.86;2.06;2.07;1.15;0.731;10.0;5.11;2.96;1.61;�
2L3X2-1/2X5/16SLBB;3.26;1.78;1.75;0.974;0.739;5.59;3.02;1.86;1.31;�
2L3X2-1/2X5/16X3/8SLBB;3.26;1.78;1.75;0.974;0.739;6.85;3.63;2.15;1.45;�
2L3X2-1/2X5/16X3/4SLBB;3.26;1.78;1.75;0.974;0.739;8.35;4.24;2.47;1.60;�
2L3X2-1/2X1/4SLBB;2.64;1.47;1.41;0.794;0.746;4.46;2.38;1.49;1.30;�
2L3X2-1/2X1/4X3/8SLBB;2.64;1.47;1.41;0.794;0.746;5.47;2.87;1.72;1.44;�
2L3X2-1/2X1/4X3/4SLBB;2.64;1.47;1.41;0.794;0.746;6.59;3.37;1.95;1.58;�
2L3X2-1/2X3/16SLBB;2.00;1.14;1.07;0.606;0.753;3.33;1.75;1.11;1.29;�
2L3X2-1/2X3/16X3/8SLBB;2.00;1.14;1.07;0.606;0.753;4.03;2.12;1.26;1.42;�
2L3X2-1/2X3/16X3/4SLBB;2.00;1.14;1.07;0.606;0.753;4.93;2.50;1.46;1.57;�
2L3X2X1/2SLBB;4.52;1.33;1.77;0.940;0.543;9.11;4.88;3.04;1.42;�
2L3X2X1/2X3/8SLBB;4.52;1.33;1.77;0.940;0.543;11.0;5.73;3.45;1.56;�
2L3X2X1/2X3/4SLBB;4.52;1.33;1.77;0.940;0.543;13.4;6.58;3.97;1.72;�
2L3X2X3/8SLBB;3.50;1.08;1.36;0.736;0.555;6.76;3.60;2.25;1.39;�
2L3X2X3/8X3/8SLBB;3.50;1.08;1.36;0.736;0.555;8.30;4.26;2.60;1.54;�
2L3X2X3/8X3/4SLBB;3.50;1.08;1.36;0.736;0.555;10.0;4.92;2.96;1.69;�
2L3X2X5/16SLBB;2.96;0.935;1.14;0.628;0.562;5.64;2.99;1.88;1.38;�
2L3X2X5/16X3/8SLBB;2.96;0.935;1.14;0.628;0.562;6.84;3.54;2.15;1.52;�
2L3X2X5/16X3/4SLBB;2.96;0.935;1.14;0.628;0.562;8.26;4.10;2.45;1.67;�
2L3X2X1/4SLBB;2.40;0.779;0.926;0.515;0.569;4.50;2.35;1.50;1.37;�
2L3X2X1/4X3/8SLBB;2.40;0.779;0.926;0.515;0.569;5.47;2.80;1.72;1.51;�
2L3X2X1/4X3/4SLBB;2.40;0.779;0.926;0.515;0.569;6.61;3.25;1.96;1.66;�
2L3X2X3/16SLBB;1.83;0.610;0.703;0.396;0.577;3.34;1.75;1.11;1.35;�
2L3X2X3/16X3/8SLBB;1.83;0.610;0.703;0.396;0.577;4.06;2.09;1.27;1.49;�
2L3X2X3/16X3/4SLBB;1.83;0.610;0.703;0.396;0.577;4.92;2.43;1.46;1.64;�
2L2-1/2X2X3/8SLBB;3.10;1.03;1.31;0.722;0.574;3.96;2.56;1.58;1.13;�
2L2-1/2X2X3/8X3/8SLBB;3.10;1.03;1.31;0.722;0.574;5.00;3.14;1.86;1.27;�
2L2-1/2X2X3/8X3/4SLBB;3.10;1.03;1.31;0.722;0.574;6.25;3.72;2.17;1.42;�
2L2-1/2X2X5/16SLBB;2.64;0.891;1.11;0.617;0.581;3.31;2.12;1.32;1.12;�
2L2-1/2X2X5/16X3/8SLBB;2.64;0.891;1.11;0.617;0.581;4.19;2.61;1.56;1.26;�
2L2-1/2X2X5/16X3/4SLBB;2.64;0.891;1.11;0.617;0.581;5.25;3.11;1.83;1.41;�
2L2-1/2X2X1/4SLBB;2.14;0.744;0.909;0.507;0.589;2.59;1.67;1.04;1.10;�
2L2-1/2X2X1/4X3/8SLBB;2.14;0.744;0.909;0.507;0.589;3.29;2.07;1.22;1.24;�
2L2-1/2X2X1/4X3/4SLBB;2.14;0.744;0.909;0.507;0.589;4.13;2.47;1.44;1.39;�
2L2-1/2X2X3/16SLBB;1.64;0.583;0.695;0.391;0.597;1.95;1.23;0.780;1.09;�
2L2-1/2X2X3/16X3/8SLBB;1.64;0.583;0.695;0.391;0.597;2.48;1.54;0.923;1.23;�
2L2-1/2X2X3/16X3/4SLBB;1.64;0.583;0.695;0.391;0.597;3.12;1.85;1.09;1.38;�
2L2-1/2X1-1/2X1/4SLBB;1.89;0.316;1.12;0.280;0.409;2.59;1.64;1.04;1.170;�
2L2-1/2X1-1/2X1/4X3/8SLBB;1.89;0.316;1.12;0.280;0.409;3.29;2.00;1.22;1.315;�
2L2-1/2X1-1/2X1/4X3/4SLBB;1.89;0.316;1.12;0.280;0.409;4.08;2.35;1.42;1.469;�
2L2-1/2X1-1/2X3/16SLBB;1.45;0.249;0.820;0.216;0.416;1.95;1.21;0.780;1.160;�
2L2-1/2X1-1/2X3/16X3/8SLBB;1.45;0.249;0.820;0.216;0.416;2.45;1.49;0.912;1.302;�
2L2-1/2X1-1/2X3/16X3/4SLBB;1.45;0.249;0.820;0.216;0.416;3.09;1.76;1.07;1.455;�
HSS20X12X5/8;35.0;1880;230;188;7.33;851;162;142;4.93;1890
HSS20X12X1/2;28.3;1550;188;155;7.39;705;132;117;4.99;1540
HSS20X12X3/8;21.5;1200;144;120;7.45;547;102;91.1;5.04;1180
HSS20X12X5/16;18.1;1010;122;101;7.48;464;85.8;77.3;5.07;997
HSS20X8X5/8;30.3;1440;185;144;6.89;338;96.4;84.6;3.34;916
HSS20X8X1/2;24.6;1190;152;119;6.96;283;79.5;70.8;3.39;757
HSS20X8X3/8;18.7;926;117;92.6;7.03;222;61.5;55.6;3.44;586
HSS20X8X5/16;15.7;786;98.6;78.6;7.07;189;52.0;47.4;3.47;496
HSS20X4X1/2;20.9;838;115;83.8;6.33;58.7;34.0;29.3;1.68;195
HSS20X4X3/8;16.0;657;89.3;65.7;6.42;47.6;26.8;23.8;1.73;156
HSS20X4X5/16;13.4;560;75.6;56.0;6.46;41.2;22.9;20.6;1.75;134
HSS20X4X1/4;10.8;458;61.5;45.8;6.50;34.3;18.7;17.1;1.78;111
HSS18X6X5/8;25.7;923;135;103;6.00;158;61.0;52.7;2.48;462
HSS18X6X1/2;20.9;770;112;85.6;6.07;134;50.7;44.6;2.53;387
HSS18X6X3/8;16.0;602;86.4;66.9;6.15;106;39.5;35.5;2.58;302
HSS18X6X5/16;13.4;513;73.1;57.0;6.18;91.3;33.5;30.4;2.61;257
HSS18X6X1/4;10.8;419;59.4;46.5;6.22;75.1;27.3;25.0;2.63;210
HSS16X16X5/8;35.0;1370;200;171;6.25;1370;200;171;6.25;2170
HSS16X16X1/2;28.3;1130;164;141;6.31;1130;164;141;6.31;1770
HSS16X16X3/8;21.5;873;126;109;6.37;873;126;109;6.37;1350
HSS16X16X5/16;18.1;739;106;92.3;6.39;739;106;92.3;6.39;1140
HSS16X12X5/8;30.3;1090;165;136;6.00;700;135;117;4.80;1370
HSS16X12X1/2;24.6;904;135;113;6.06;581;111;96.8;4.86;1120
HSS16X12X3/8;18.7;702;104;87.7;6.12;452;85.5;75.3;4.91;862
HSS16X12X5/16;15.7;595;87.7;74.4;6.15;384;72.2;64.0;4.94;727
HSS16X8X5/8;25.7;815;129;102;5.64;274;79.2;68.6;3.27;681
HSS16X8X1/2;20.9;679;106;84.9;5.70;230;65.5;57.6;3.32;563
HSS16X8X3/8;16.0;531;82.1;66.3;5.77;181;50.8;45.3;3.37;436
HSS16X8X5/16;13.4;451;69.4;56.4;5.80;155;43.0;38.7;3.40;369
HSS16X8X1/4;10.8;368;56.4;46.1;5.83;127;35.0;31.7;3.42;300
HSS16X4X5/8;21.0;539;92.9;67.3;5.06;54.1;32.5;27.0;1.60;174
HSS16X4X1/2;17.2;455;77.3;56.9;5.15;47.0;27.4;23.5;1.65;150
HSS16X4X3/8;13.2;360;60.2;45.0;5.23;38.3;21.7;19.1;1.71;120
HSS16X4X5/16;11.1;308;51.1;38.5;5.27;33.2;18.5;16.6;1.73;103
HSS16X4X1/4;8.96;253;41.7;31.6;5.31;27.7;15.2;13.8;1.76;85.2
HSS16X4X3/16;6.76;193;31.7;24.2;5.35;21.5;11.7;10.8;1.78;65.5
HSS14X14X5/8;30.3;897;151;128;5.44;897;151;128;5.44;1430
HSS14X14X1/2;24.6;743;124;106;5.49;743;124;106;5.49;1170
HSS14X14X3/8;18.7;577;95.4;82.5;5.55;577;95.4;82.5;5.55;900
HSS14X14X5/16;15.7;490;80.5;69.9;5.58;490;80.5;69.9;5.58;759
HSS14X10X5/8;25.7;687;120;98.2;5.17;407;95.1;81.5;3.98;832
HSS14X10X1/2;20.9;573;98.8;81.8;5.23;341;78.5;68.1;4.04;685
HSS14X10X3/8;16.0;447;76.3;63.9;5.29;267;60.7;53.4;4.09;528
HSS14X10X5/16;13.4;380;64.6;54.3;5.32;227;51.4;45.5;4.12;446
HSS14X10X1/4;10.8;310;52.4;44.3;5.35;186;41.8;37.2;4.14;362
HSS14X6X5/8;21.0;478;88.7;68.3;4.77;124;48.4;41.2;2.43;334
HSS14X6X1/2;17.2;402;73.6;57.4;4.84;105;40.4;35.1;2.48;279
HSS14X6X3/8;13.2;317;57.3;45.3;4.91;84.1;31.6;28.0;2.53;219
HSS14X6X5/16;11.1;271;48.6;38.7;4.94;72.3;26.9;24.1;2.55;186
HSS14X6X1/4;8.96;222;39.6;31.7;4.98;59.6;22.0;19.9;2.58;152
HSS14X6X3/16;6.76;170;30.1;24.3;5.01;45.9;16.7;15.3;2.61;116
HSS14X4X5/8;18.7;373;73.1;53.3;4.47;47.2;28.5;23.6;1.59;148
HSS14X4X1/2;15.3;317;61.0;45.3;4.55;41.2;24.1;20.6;1.64;127
HSS14X4X3/8;11.8;252;47.8;36.0;4.63;33.6;19.1;16.8;1.69;102
HSS14X4X5/16;9.92;216;40.6;30.9;4.67;29.2;16.4;14.6;1.72;87.7
HSS14X4X1/4;8.03;178;33.2;25.4;4.71;24.4;13.5;12.2;1.74;72.4
HSS14X4X3/16;6.06;137;25.3;19.5;4.74;19.0;10.3;9.48;1.77;55.8
HSS12X12X5/8;25.7;548;109;91.4;4.62;548;109;91.4;4.62;885
HSS12X12X1/2;20.9;457;89.6;76.2;4.68;457;89.6;76.2;4.68;728
HSS12X12X3/8;16.0;357;69.2;59.5;4.73;357;69.2;59.5;4.73;561
HSS12X12X5/16;13.4;304;58.6;50.7;4.76;304;58.6;50.7;4.76;474
HSS12X12X1/4;10.8;248;47.6;41.4;4.79;248;47.6;41.4;4.79;384
HSS12X12X3/16;8.15;189;36.0;31.5;4.82;189;36.0;31.5;4.82;290
HSS12X10X1/2;19.0;395;78.8;65.9;4.56;298;69.6;59.7;3.96;545
HSS12X10X3/8;14.6;310;61.1;51.6;4.61;234;54.0;46.9;4.01;421
HSS12X10X5/16;12.2;264;51.7;44.0;4.64;200;45.7;40.0;4.04;356
HSS12X10X1/4;9.90;216;42.1;36.0;4.67;164;37.2;32.7;4.07;289
HSS12X8X5/8;21.0;397;82.1;66.1;4.34;210;61.9;52.5;3.16;454
HSS12X8X1/2;17.2;333;68.1;55.6;4.41;178;51.5;44.4;3.21;377
HSS12X8X3/8;13.2;262;53.0;43.7;4.47;140;40.1;35.1;3.27;293
HSS12X8X5/16;11.1;224;44.9;37.4;4.50;120;34.1;30.1;3.29;248
HSS12X8X1/4;8.96;184;36.6;30.6;4.53;98.8;27.8;24.7;3.32;202
HSS12X8X3/16;6.76;140;27.8;23.4;4.56;75.7;21.1;18.9;3.35;153
HSS12X6X5/8;18.7;321;68.8;53.4;4.14;107;42.1;35.5;2.39;271
HSS12X6X1/2;15.3;271;57.4;45.2;4.21;91.1;35.2;30.4;2.44;227
HSS12X6X3/8;11.8;215;44.8;35.9;4.28;72.9;27.7;24.3;2.49;178
HSS12X6X5/16;9.92;184;38.1;30.7;4.31;62.8;23.6;20.9;2.52;152
HSS12X6X1/4;8.03;151;31.1;25.2;4.34;51.9;19.3;17.3;2.54;124
HSS12X6X3/16;6.06;116;23.7;19.4;4.38;40.0;14.7;13.3;2.57;94.6
HSS12X4X5/8;16.4;245;55.5;40.8;3.87;40.4;24.5;20.2;1.57;122
HSS12X4X1/2;13.5;210;46.7;34.9;3.95;35.3;20.9;17.7;1.62;105
HSS12X4X3/8;10.4;168;36.7;28.0;4.02;28.9;16.6;14.5;1.67;84.1
HSS12X4X5/16;8.76;144;31.3;24.1;4.06;25.2;14.2;12.6;1.70;72.4
HSS12X4X1/4;7.10;119;25.6;19.9;4.10;21.0;11.7;10.5;1.72;59.8
HSS12X4X3/16;5.37;91.8;19.6;15.3;4.13;16.4;9.00;8.20;1.75;46.1
HSS12X3-1/2X3/8;10.0;156;34.7;26.0;3.94;21.3;14.0;12.2;1.46;64.7
HSS12X3-1/2X5/16;8.46;134;29.6;22.4;3.98;18.6;12.1;10.6;1.48;56.0
HSS12X3X5/16;8.17;124;27.9;20.7;3.90;13.1;10.0;8.73;1.27;41.3
HSS12X3X1/4;6.63;103;22.9;17.2;3.94;11.1;8.28;7.38;1.29;34.5
HSS12X3X3/16;5.02;79.6;17.5;13.3;3.98;8.72;6.40;5.81;1.32;26.8
HSS12X2X5/16;7.59;104;24.5;17.4;3.71;5.10;6.05;5.10;0.820;17.6
HSS12X2X1/4;6.17;86.9;20.1;14.5;3.75;4.41;5.08;4.41;0.845;15.1
HSS12X2X3/16;4.67;67.4;15.5;11.2;3.80;3.55;3.97;3.55;0.872;12.0
HSS10X10X5/8;21.0;304;73.2;60.8;3.80;304;73.2;60.8;3.80;498
HSS10X10X1/2;17.2;256;60.7;51.2;3.86;256;60.7;51.2;3.86;412
HSS10X10X3/8;13.2;202;47.2;40.4;3.92;202;47.2;40.4;3.92;320
HSS10X10X5/16;11.1;172;40.1;34.5;3.94;172;40.1;34.5;3.94;271
HSS10X10X1/4;8.96;141;32.7;28.3;3.97;141;32.7;28.3;3.97;220
HSS10X10X3/16;6.76;108;24.8;21.6;4.00;108;24.8;21.6;4.00;167
HSS10X8X5/8;18.7;253;62.2;50.5;3.68;178;53.3;44.5;3.09;346
HSS10X8X1/2;15.3;214;51.9;42.7;3.73;151;44.5;37.8;3.14;288
HSS10X8X3/8;11.8;169;40.5;33.9;3.79;120;34.8;30.0;3.19;224
HSS10X8X5/16;9.92;145;34.4;29.0;3.82;103;29.6;25.7;3.22;190
HSS10X8X1/4;8.03;119;28.1;23.8;3.85;84.7;24.2;21.2;3.25;155
HSS10X8X3/16;6.06;91.4;21.4;18.3;3.88;65.1;18.4;16.3;3.28;118
HSS10X6X5/8;16.4;201;51.3;40.2;3.50;89.4;35.8;29.8;2.34;209
HSS10X6X1/2;13.5;171;43.0;34.3;3.57;76.8;30.1;25.6;2.39;176
HSS10X6X3/8;10.4;137;33.8;27.4;3.63;61.8;23.7;20.6;2.44;139
HSS10X6X5/16;8.76;118;28.8;23.5;3.66;53.3;20.2;17.8;2.47;118
HSS10X6X1/4;7.10;96.9;23.6;19.4;3.69;44.1;16.6;14.7;2.49;96.7
HSS10X6X3/16;5.37;74.6;18.0;14.9;3.73;34.1;12.7;11.4;2.52;73.8
HSS10X5X3/8;9.67;120;30.4;24.1;3.53;40.6;18.7;16.2;2.05;100
HSS10X5X5/16;8.17;104;26.0;20.8;3.56;35.2;16.0;14.1;2.07;86.0
HSS10X5X1/4;6.63;85.8;21.3;17.2;3.60;29.3;13.2;11.7;2.10;70.7
HSS10X5X3/16;5.02;66.2;16.3;13.2;3.63;22.7;10.1;9.09;2.13;54.1
HSS10X4X5/8;14.0;149;40.3;29.9;3.26;33.5;20.6;16.8;1.54;95.7
HSS10X4X1/2;11.6;129;34.1;25.8;3.34;29.5;17.6;14.7;1.59;82.6
HSS10X4X3/8;8.97;104;27.0;20.8;3.41;24.3;14.0;12.1;1.64;66.5
HSS10X4X5/16;7.59;90.1;23.1;18.0;3.44;21.2;12.1;10.6;1.67;57.3
HSS10X4X1/4;6.17;74.7;19.0;14.9;3.48;17.7;10.0;8.87;1.70;47.4
HSS10X4X3/16;4.67;57.8;14.6;11.6;3.52;13.9;7.66;6.93;1.72;36.5
HSS10X4X1/8;3.16;39.8;10.0;7.97;3.55;9.65;5.26;4.83;1.75;25.1
